Id,Category,bert,xlnet,roberta
6127,0,21,21,21
6128,0,20,20,20
6129,0,19,19,19
6130,0,19,19,19
6131,0,26,26,26
6132,0,19,19,19
6133,0,19,19,19
6134,0,26,26,26
6135,0,19,19,19
6136,0,8,8,8
6137,0,8,8,8
6138,0,20,20,20
6139,0,20,20,20
6140,0,19,19,19
6141,0,6,6,6
6142,0,19,19,19
6143,0,15,15,15
6144,0,25,25,25
6145,0,6,6,6
6146,0,6,6,6
6147,0,19,19,19
6148,0,11,11,11
6149,0,14,14,14
6150,0,20,20,20
6151,0,5,15,5
6152,0,19,19,19
6153,0,19,22,19
6154,0,19,19,19
6155,0,26,26,26
6156,0,26,26,26
6157,0,4,4,4
6158,0,19,3,0
6159,0,20,20,20
6160,0,19,19,19
6161,0,22,22,22
6162,0,19,19,19
6163,0,19,19,19
6164,0,19,19,19
6165,0,4,4,4
6166,0,8,8,8
6167,0,20,20,20
6168,0,27,27,27
6169,0,6,24,6
6170,0,19,19,19
6171,0,6,6,6
6172,0,3,19,19
6173,0,18,18,18
6174,0,19,19,19
6175,0,3,3,3
6176,0,13,13,13
6177,0,19,19,19
6178,0,20,20,20
6179,0,22,22,22
6180,0,19,19,19
6181,0,19,19,25
6182,0,22,22,22
6183,0,3,3,3
6184,0,19,19,19
6185,0,19,19,19
6186,0,14,14,19
6187,0,1,1,1
6188,0,26,26,26
6189,0,6,6,6
6190,0,22,22,22
6191,0,19,19,19
6192,0,26,26,26
6193,0,3,3,3
6194,0,19,19,19
6195,0,19,19,19
6196,0,19,19,19
6197,0,19,19,19
6198,0,26,26,26
6199,0,19,19,19
6200,0,26,26,26
6201,0,19,19,19
6202,0,18,18,18
6203,0,5,5,5
6204,0,20,20,20
6205,0,6,6,6
6206,0,26,26,26
6207,0,6,6,6
6208,0,25,25,25
6209,0,6,6,6
6210,0,19,19,19
6211,0,19,19,19
6212,0,19,19,19
6213,0,22,22,22
6214,0,6,6,6
6215,0,19,19,19
6216,0,22,22,22
6217,0,19,19,19
6218,0,13,24,13
6219,0,19,19,19
6220,0,19,19,19
6221,0,19,19,19
6222,0,14,14,14
6223,0,4,4,4
6224,0,19,19,19
6225,0,19,19,19
6226,0,15,15,15
6227,0,26,19,26
6228,0,22,22,22
6229,0,14,14,14
6230,0,6,20,20
6231,0,26,26,26
6232,0,1,1,1
6233,0,19,19,19
6234,0,20,20,20
6235,0,4,8,8
6236,0,19,19,19
6237,0,3,3,3
6238,0,19,19,19
6239,0,26,19,19
6240,0,19,19,19
6241,0,26,26,26
6242,0,26,26,26
6243,0,19,19,19
6244,0,6,9,9
6245,0,8,8,8
6246,0,13,13,13
6247,0,19,19,19
6248,0,22,22,22
6249,0,22,22,22
6250,0,19,19,19
6251,0,19,8,19
6252,0,19,19,19
6253,0,9,9,9
6254,0,8,26,24
6255,0,19,19,19
6256,0,6,6,3
6257,0,19,19,19
6258,0,19,19,19
6259,0,26,26,26
6260,0,19,19,19
6261,0,13,13,13
6262,0,19,19,19
6263,0,6,6,6
6264,0,20,20,20
6265,0,19,19,19
6266,0,26,26,26
6267,0,23,23,23
6268,0,23,23,23
6269,0,21,21,21
6270,0,19,19,19
6271,0,6,6,6
6272,0,19,19,19
6273,0,26,26,26
6274,0,19,19,19
6275,0,13,13,13
6276,0,19,19,19
6277,0,22,22,22
6278,0,20,20,20
6279,0,19,19,19
6280,0,5,5,5
6281,0,19,19,19
6282,0,19,19,19
6283,0,19,19,19
6284,0,22,22,22
6285,0,19,19,8
6286,0,6,6,6
6287,0,19,19,19
6288,0,19,19,19
6289,0,19,19,19
6290,0,19,19,19
6291,0,18,18,18
6292,0,26,26,26
6293,0,22,14,27
6294,0,19,19,19
6295,0,19,19,19
6296,0,19,19,19
6297,0,19,19,19
6298,0,19,19,19
6299,0,19,19,19
6300,0,19,19,19
6301,0,19,19,19
6302,0,19,19,19
6303,0,25,25,25
6304,0,6,6,6
6305,0,0,0,14
6306,0,19,19,19
6307,0,19,19,19
6308,0,19,19,19
6309,0,19,19,19
6310,0,26,26,26
6311,0,19,19,19
6312,0,19,19,19
6313,0,6,6,6
6314,0,19,19,19
6315,0,6,18,6
6316,0,6,6,6
6317,0,22,22,22
6318,0,19,19,19
6319,0,6,24,24
6320,0,20,20,20
6321,0,18,18,18
6322,0,3,3,22
6323,0,19,19,19
6324,0,19,19,19
6325,0,3,3,3
6326,0,20,20,20
6327,0,24,24,24
6328,0,20,20,20
6329,0,13,13,13
6330,0,5,5,5
6331,0,19,19,19
6332,0,20,20,20
6333,0,19,19,19
6334,0,19,19,19
6335,0,27,27,27
6336,0,19,19,19
6337,0,15,15,15
6338,0,22,22,22
6339,0,19,19,19
6340,0,20,20,20
6341,0,19,19,19
6342,0,21,21,21
6343,0,19,19,19
6344,0,19,8,19
6345,0,24,24,24
6346,0,6,6,6
6347,0,25,25,25
6348,0,14,14,14
6349,0,19,19,19
6350,0,6,6,6
6351,0,19,19,19
6352,0,22,22,19
6353,0,20,20,20
6354,0,24,24,24
6355,0,19,19,19
6356,0,11,19,11
6357,0,18,18,18
6358,0,3,3,3
6359,0,19,19,19
6360,0,26,26,26
6361,0,26,26,26
6362,0,18,18,18
6363,0,19,19,19
6364,0,2,2,2
6365,0,17,17,17
6366,0,19,19,19
6367,0,20,20,20
6368,0,18,18,18
6369,0,14,14,14
6370,0,8,8,8
6371,0,12,3,12
6372,0,6,6,6
6373,0,19,19,3
6374,0,19,19,19
6375,0,19,19,19
6376,0,19,19,19
6377,0,19,6,19
6378,0,19,19,25
6379,0,18,18,18
6380,0,19,19,19
6381,0,19,19,19
6382,0,19,19,19
6383,0,3,3,3
6384,0,9,9,9
6385,0,20,20,20
6386,0,3,3,3
6387,0,25,25,25
6388,0,6,6,6
6389,0,19,19,19
6390,0,19,19,19
6391,0,19,6,6
6392,0,19,19,11
6393,0,19,19,19
6394,0,26,26,26
6395,0,26,26,26
6396,0,5,5,5
6397,0,6,6,6
6398,0,26,26,26
6399,0,19,19,19
6400,0,26,26,26
6401,0,19,19,19
6402,0,26,19,19
6403,0,19,19,19
6404,0,22,22,22
6405,0,16,16,16
6406,0,19,9,9
6407,0,19,19,19
6408,0,22,22,22
6409,0,22,22,22
6410,0,26,26,26
6411,0,19,19,19
6412,0,8,8,8
6413,0,25,25,25
6414,0,19,19,19
6415,0,26,26,26
6416,0,19,19,19
6417,0,9,9,9
6418,0,19,19,19
6419,0,26,26,26
6420,0,24,19,24
6421,0,10,10,10
6422,0,19,19,19
6423,0,26,26,26
6424,0,20,20,20
6425,0,6,6,6
6426,0,25,25,25
6427,0,19,19,19
6428,0,19,19,19
6429,0,11,11,11
6430,0,0,0,6
6431,0,3,3,3
6432,0,26,26,9
6433,0,19,19,19
6434,0,26,26,26
6435,0,19,19,19
6436,0,26,26,26
6437,0,26,26,26
6438,0,19,19,19
6439,0,19,19,19
6440,0,20,20,20
6441,0,3,3,3
6442,0,19,19,19
6443,0,14,14,14
6444,0,8,8,8
6445,0,19,19,19
6446,0,19,19,19
6447,0,19,19,19
6448,0,19,19,19
6449,0,14,14,14
6450,0,19,19,19
6451,0,9,9,9
6452,0,18,18,18
6453,0,6,6,6
6454,0,5,5,5
6455,0,20,20,20
6456,0,19,19,19
6457,0,3,3,3
6458,0,26,19,26
6459,0,26,26,26
6460,0,19,19,19
6461,0,19,19,19
6462,0,3,19,3
6463,0,26,26,26
6464,0,25,25,25
6465,0,19,19,19
6466,0,19,19,19
6467,0,11,11,11
6468,0,25,25,25
6469,0,6,6,19
6470,0,22,22,22
6471,0,19,19,19
6472,0,18,18,18
6473,0,19,19,19
6474,0,19,19,19
6475,0,20,20,20
6476,0,19,19,19
6477,0,19,19,19
6478,0,22,22,22
6479,0,26,26,26
6480,0,19,19,19
6481,0,19,19,19
6482,0,19,19,19
6483,0,15,15,15
6484,0,19,19,19
6485,0,19,19,19
6486,0,22,22,22
6487,0,6,6,6
6488,0,19,19,19
6489,0,13,13,13
6490,0,19,19,19
6491,0,19,6,6
6492,0,19,19,19
6493,0,26,26,26
6494,0,19,19,6
6495,0,6,6,6
6496,0,19,19,19
6497,0,18,18,18
6498,0,16,16,16
6499,0,11,19,11
6500,0,26,26,26
6501,0,15,15,15
6502,0,19,19,19
6503,0,6,6,6
6504,0,20,20,20
6505,0,19,19,19
6506,0,6,6,6
6507,0,6,6,6
6508,0,19,19,3
6509,0,19,19,19
6510,0,11,19,11
6511,0,0,0,0
6512,0,6,6,6
6513,0,19,19,19
6514,0,19,19,19
6515,0,17,17,17
6516,0,19,19,22
6517,0,26,26,26
6518,0,26,3,3
6519,0,19,19,19
6520,0,26,26,26
6521,0,19,3,19
6522,0,19,19,19
6523,0,23,19,19
6524,0,19,19,19
6525,0,19,19,19
6526,0,19,19,19
6527,0,19,19,19
6528,0,19,19,19
6529,0,24,24,13
6530,0,19,19,19
6531,0,19,19,19
6532,0,22,6,14
6533,0,19,19,19
6534,0,6,6,6
6535,0,19,19,3
6536,0,19,19,19
6537,0,20,20,20
6538,0,19,19,19
6539,0,3,3,3
6540,0,11,8,11
6541,0,3,3,3
6542,0,3,3,3
6543,0,24,13,13
6544,0,19,19,19
6545,0,18,18,6
6546,0,19,19,19
6547,0,22,22,6
6548,0,26,26,26
6549,0,19,19,19
6550,0,6,6,6
6551,0,19,14,19
6552,0,26,26,26
6553,0,19,6,6
6554,0,19,19,19
6555,0,19,19,19
6556,0,19,19,19
6557,0,20,20,20
6558,0,19,19,19
6559,0,19,19,19
6560,0,19,19,19
6561,0,19,19,19
6562,0,25,25,25
6563,0,19,19,19
6564,0,26,26,26
6565,0,26,26,26
6566,0,19,19,19
6567,0,19,19,19
6568,0,3,3,3
6569,0,14,14,14
6570,0,22,22,22
6571,0,6,26,6
6572,0,19,19,19
6573,0,19,19,19
6574,0,19,19,19
6575,0,19,19,19
6576,0,19,19,19
6577,0,19,19,19
6578,0,6,6,6
6579,0,15,15,15
6580,0,20,20,20
6581,0,19,19,19
6582,0,26,26,26
6583,0,6,6,6
6584,0,20,20,20
6585,0,4,4,4
6586,0,19,19,19
6587,0,26,26,26
6588,0,16,16,16
6589,0,6,20,20
6590,0,19,19,19
6591,0,19,19,19
6592,0,15,15,15
6593,0,26,26,26
6594,0,26,26,26
6595,0,26,26,26
6596,0,6,6,6
6597,0,13,13,13
6598,0,19,19,19
6599,0,19,19,19
6600,0,19,19,19
6601,0,19,19,19
6602,0,19,19,19
6603,0,3,3,3
6604,0,6,6,6
6605,0,20,20,20
6606,0,7,20,7
6607,0,11,19,19
6608,0,19,0,0
6609,0,24,24,24
6610,0,3,3,3
6611,0,0,0,0
6612,0,19,19,19
6613,0,10,10,10
6614,0,6,6,6
6615,0,22,22,22
6616,0,19,19,19
6617,0,6,6,6
6618,0,6,6,6
6619,0,19,19,19
6620,0,19,19,19
6621,0,22,22,26
6622,0,19,24,24
6623,0,3,3,3
6624,0,11,11,11
6625,0,20,20,20
6626,0,19,19,19
6627,0,20,20,20
6628,0,19,19,19
6629,0,19,14,19
6630,0,19,19,19
6631,0,22,22,22
6632,0,20,20,20
6633,0,19,19,26
6634,0,20,20,20
6635,0,19,19,19
6636,0,19,19,19
6637,0,19,19,19
6638,0,11,11,11
6639,0,14,14,14
6640,0,14,14,14
6641,0,14,14,14
6642,0,19,19,19
6643,0,26,26,26
6644,0,26,26,26
6645,0,15,15,15
6646,0,19,19,19
6647,0,13,13,13
6648,0,13,13,13
6649,0,19,19,19
6650,0,24,24,24
6651,0,19,19,19
6652,0,20,20,20
6653,0,5,5,5
6654,0,19,19,19
6655,0,14,14,14
6656,0,6,3,9
6657,0,3,3,3
6658,0,13,13,13
6659,0,19,19,19
6660,0,24,13,24
6661,0,24,24,24
6662,0,20,20,20
6663,0,22,22,22
6664,0,26,26,26
6665,0,3,3,3
6666,0,19,19,19
6667,0,19,19,19
6668,0,27,27,27
6669,0,20,24,24
6670,0,20,20,20
6671,0,16,16,16
6672,0,19,19,19
6673,0,19,19,19
6674,0,6,6,6
6675,0,19,19,19
6676,0,6,6,6
6677,0,14,14,14
6678,0,8,8,8
6679,0,19,19,19
6680,0,18,18,18
6681,0,19,11,22
6682,0,19,14,19
6683,0,26,26,26
6684,0,26,6,26
6685,0,7,7,7
6686,0,8,8,8
6687,0,11,11,14
6688,0,18,18,18
6689,0,19,19,19
6690,0,26,26,26
6691,0,17,17,17
6692,0,9,9,9
6693,0,19,19,19
6694,0,8,8,8
6695,0,9,9,9
6696,0,6,6,6
6697,0,8,8,8
6698,0,26,26,26
6699,0,20,20,20
6700,0,19,19,19
6701,0,26,26,26
6702,0,19,19,19
6703,0,19,19,19
6704,0,25,25,25
6705,0,20,20,20
6706,0,19,26,6
6707,0,20,20,20
6708,0,20,20,20
6709,0,19,19,19
6710,0,19,19,19
6711,0,19,19,19
6712,0,22,22,22
6713,0,18,18,18
6714,0,19,19,19
6715,0,20,20,20
6716,0,20,20,20
6717,0,12,12,12
6718,0,19,19,19
6719,0,19,19,19
6720,0,19,19,19
6721,0,19,19,19
6722,0,19,19,19
6723,0,19,19,19
6724,0,19,19,19
6725,0,19,19,19
6726,0,3,3,3
6727,0,3,3,3
6728,0,5,5,5
6729,0,22,3,14
6730,0,5,5,5
6731,0,5,5,5
6732,0,19,19,19
6733,0,0,0,0
6734,0,7,7,7
6735,0,15,15,15
6736,0,19,19,19
6737,0,13,13,13
6738,0,19,19,19
6739,0,24,24,24
6740,0,22,19,22
6741,0,19,19,19
6742,0,19,19,19
6743,0,20,20,20
6744,0,3,3,3
6745,0,24,24,24
6746,0,26,26,14
6747,0,18,18,18
6748,0,19,19,19
6749,0,6,6,6
6750,0,14,14,14
6751,0,22,22,22
6752,0,19,19,19
6753,0,24,13,13
6754,0,6,6,6
6755,0,19,19,19
6756,0,19,19,19
6757,0,6,6,6
6758,0,19,19,19
6759,0,4,4,4
6760,0,26,26,26
6761,0,2,2,2
6762,0,6,6,6
6763,0,19,19,19
6764,0,19,19,19
6765,0,9,9,9
6766,0,20,20,20
6767,0,25,25,25
6768,0,20,20,20
6769,0,19,19,19
6770,0,27,27,27
6771,0,20,20,20
6772,0,19,19,19
6773,0,1,12,1
6774,0,3,3,3
6775,0,20,20,20
6776,0,22,22,22
6777,0,24,24,24
6778,0,20,20,20
6779,0,26,26,26
6780,0,19,19,19
6781,0,5,5,5
6782,0,19,19,19
6783,0,6,6,6
6784,0,24,24,19
6785,0,6,6,6
6786,0,26,23,26
6787,0,20,20,20
6788,0,6,6,6
6789,0,11,11,19
6790,0,9,9,9
6791,0,18,18,18
6792,0,24,20,3
6793,0,26,26,26
6794,0,26,26,26
6795,0,19,19,19
6796,0,11,11,11
6797,0,20,20,20
6798,0,19,19,19
6799,0,19,19,19
6800,0,19,19,19
6801,0,20,20,20
6802,0,26,26,26
6803,0,7,20,20
6804,0,19,19,19
6805,0,19,19,19
6806,0,5,5,20
6807,0,19,19,19
6808,0,19,19,19
6809,0,19,19,19
6810,0,19,19,19
6811,0,19,19,19
6812,0,19,19,19
6813,0,19,19,19
6814,0,19,19,19
6815,0,19,19,19
6816,0,19,19,19
6817,0,19,19,19
6818,0,20,20,20
6819,0,26,26,26
6820,0,19,19,19
6821,0,19,6,6
6822,0,26,26,26
6823,0,19,19,19
6824,0,13,13,13
6825,0,26,26,26
6826,0,12,1,12
6827,0,26,26,26
6828,0,19,19,19
6829,0,26,26,6
6830,0,22,22,22
6831,0,19,19,19
6832,0,19,19,19
6833,0,19,19,19
6834,0,19,19,19
6835,0,19,19,19
6836,0,19,19,19
6837,0,19,19,19
6838,0,19,19,19
6839,0,19,19,19
6840,0,9,9,9
6841,0,3,3,3
6842,0,19,19,19
6843,0,19,19,19
6844,0,19,19,19
6845,0,6,20,6
6846,0,19,19,19
6847,0,6,6,6
6848,0,3,3,3
6849,0,19,19,19
6850,0,20,20,20
6851,0,26,26,26
6852,0,19,19,19
6853,0,13,13,13
6854,0,14,14,14
6855,0,20,20,20
6856,0,19,19,19
6857,0,10,10,10
6858,0,19,19,19
6859,0,10,25,20
6860,0,6,3,3
6861,0,6,9,9
6862,0,19,19,19
6863,0,19,19,19
6864,0,25,25,25
6865,0,14,3,3
6866,0,20,20,20
6867,0,20,20,20
6868,0,11,11,14
6869,0,16,16,16
6870,0,19,19,19
6871,0,19,19,19
6872,0,26,26,26
6873,0,20,20,20
6874,0,24,24,24
6875,0,3,3,3
6876,0,6,6,6
6877,0,19,19,19
6878,0,8,8,8
6879,0,2,2,2
6880,0,19,19,19
6881,0,26,26,26
6882,0,6,6,6
6883,0,19,19,19
6884,0,19,19,19
6885,0,11,8,8
6886,0,26,26,26
6887,0,20,20,20
6888,0,19,19,19
6889,0,11,11,11
6890,0,11,11,11
6891,0,19,19,19
6892,0,26,26,26
6893,0,19,19,19
6894,0,3,3,3
6895,0,13,13,13
6896,0,19,19,19
6897,0,20,20,20
6898,0,26,26,26
6899,0,19,19,19
6900,0,19,19,19
6901,0,19,19,19
6902,0,19,19,19
6903,0,26,26,26
6904,0,3,3,3
6905,0,13,13,13
6906,0,19,19,19
6907,0,26,26,26
6908,0,19,19,19
6909,0,19,19,19
6910,0,19,22,22
6911,0,1,1,1
6912,0,22,22,22
6913,0,19,19,19
6914,0,19,19,19
6915,0,19,11,19
6916,0,26,26,26
6917,0,19,19,19
6918,0,26,26,26
6919,0,25,25,25
6920,0,25,25,25
6921,0,26,26,26
6922,0,3,3,3
6923,0,19,19,19
6924,0,3,3,3
6925,0,19,19,19
6926,0,17,17,17
6927,0,24,24,19
6928,0,19,19,19
6929,0,11,3,11
6930,0,19,19,19
6931,0,26,26,26
6932,0,19,19,19
6933,0,6,6,6
6934,0,19,19,19
6935,0,8,8,8
6936,0,19,22,22
6937,0,20,20,20
6938,0,22,22,22
6939,0,18,18,18
6940,0,19,19,19
6941,0,9,9,9
6942,0,19,19,19
6943,0,19,19,19
6944,0,19,19,19
6945,0,26,26,26
6946,0,26,26,26
6947,0,19,19,19
6948,0,19,19,19
6949,0,18,18,18
6950,0,1,1,1
6951,0,3,20,3
6952,0,15,15,15
6953,0,13,13,13
6954,0,11,11,11
6955,0,19,19,19
6956,0,22,22,22
6957,0,19,19,19
6958,0,11,19,11
6959,0,20,20,20
6960,0,20,20,20
6961,0,3,3,3
6962,0,19,24,19
6963,0,19,19,19
6964,0,18,12,18
6965,0,3,3,3
6966,0,19,24,24
6967,0,20,20,20
6968,0,19,19,19
6969,0,15,15,15
6970,0,26,26,26
6971,0,18,18,18
6972,0,3,3,3
6973,0,3,3,3
6974,0,19,25,25
6975,0,19,19,19
6976,0,3,3,3
6977,0,12,12,12
6978,0,19,6,6
6979,0,16,16,16
6980,0,18,18,18
6981,0,19,19,19
6982,0,19,19,11
6983,0,1,1,1
6984,0,19,19,19
6985,0,26,26,26
6986,0,11,11,11
6987,0,22,22,22
6988,0,6,6,6
6989,0,26,26,26
6990,0,19,19,19
6991,0,19,19,19
6992,0,22,22,22
6993,0,19,19,19
6994,0,4,4,4
6995,0,22,22,11
6996,0,19,19,19
6997,0,18,18,18
6998,0,20,20,20
6999,0,8,8,8
7000,0,19,19,19
7001,0,9,9,9
7002,0,21,21,21
7003,0,26,26,26
7004,0,19,19,19
7005,0,18,18,18
7006,0,19,19,19
7007,0,19,19,19
7008,0,11,11,11
7009,0,19,19,19
7010,0,10,10,10
7011,0,19,19,19
7012,0,26,26,26
7013,0,3,3,19
7014,0,19,19,19
7015,0,19,19,19
7016,0,25,19,25
7017,0,6,6,6
7018,0,3,19,3
7019,0,19,0,0
7020,0,22,19,19
7021,0,19,19,19
7022,0,19,19,19
7023,0,19,19,19
7024,0,26,26,26
7025,0,19,19,19
7026,0,25,25,25
7027,0,26,26,26
7028,0,1,3,12
7029,0,21,21,21
7030,0,6,6,6
7031,0,19,19,19
7032,0,19,19,19
7033,0,9,26,9
7034,0,0,0,0
7035,0,19,22,22
7036,0,22,22,22
7037,0,26,26,26
7038,0,24,24,24
7039,0,6,6,6
7040,0,19,19,19
7041,0,19,19,19
7042,0,6,6,6
7043,0,25,25,25
7044,0,25,25,25
7045,0,15,15,15
7046,0,19,19,19
7047,0,19,19,19
7048,0,20,20,20
7049,0,14,22,14
7050,0,6,6,6
7051,0,19,14,14
7052,0,19,19,19
7053,0,19,19,19
7054,0,19,19,19
7055,0,19,19,19
7056,0,11,11,11
7057,0,19,19,19
7058,0,12,12,12
7059,0,6,6,6
7060,0,20,20,20
7061,0,19,19,19
7062,0,19,9,19
7063,0,3,3,3
7064,0,3,19,3
7065,0,24,13,24
7066,0,25,25,25
7067,0,3,3,3
7068,0,24,24,24
7069,0,19,19,19
7070,0,7,7,7
7071,0,3,3,3
7072,0,22,22,22
7073,0,18,18,18
7074,0,19,19,19
7075,0,6,6,6
7076,0,26,26,26
7077,0,19,19,19
7078,0,19,19,19
7079,0,26,26,26
7080,0,19,19,19
7081,0,20,20,20
7082,0,19,19,19
7083,0,19,19,19
7084,0,6,6,6
7085,0,3,3,3
7086,0,1,1,1
7087,0,17,17,17
7088,0,19,19,19
7089,0,20,20,20
7090,0,19,19,19
7091,0,6,6,6
7092,0,19,19,19
7093,0,13,13,13
7094,0,19,19,19
7095,0,19,19,19
7096,0,26,26,26
7097,0,1,1,1
7098,0,3,3,3
7099,0,6,6,6
7100,0,25,25,25
7101,0,6,6,6
7102,0,13,19,19
7103,0,5,5,5
7104,0,19,19,19
7105,0,3,19,3
7106,0,8,8,8
7107,0,20,20,20
7108,0,6,6,6
7109,0,0,0,0
7110,0,19,19,19
7111,0,6,6,6
7112,0,19,19,19
7113,0,26,26,26
7114,0,20,5,20
7115,0,21,10,10
7116,0,12,12,12
7117,0,19,19,19
7118,0,3,3,3
7119,0,25,25,25
7120,0,19,19,19
7121,0,6,6,6
7122,0,19,19,19
7123,0,20,20,20
7124,0,6,1,9
7125,0,19,19,19
7126,0,19,19,19
7127,0,19,19,19
7128,0,20,20,20
7129,0,19,19,19
7130,0,19,19,19
7131,0,8,8,8
7132,0,19,16,16
7133,0,27,27,27
7134,0,19,19,19
7135,0,19,19,19
7136,0,19,19,19
7137,0,19,19,19
7138,0,19,19,19
7139,0,24,24,24
7140,0,19,19,19
7141,0,26,3,3
7142,0,19,19,19
7143,0,19,19,19
7144,0,19,19,19
7145,0,13,13,13
7146,0,6,6,6
7147,0,19,19,19
7148,0,23,23,23
7149,0,19,19,19
7150,0,19,19,19
7151,0,19,19,19
7152,0,1,1,1
7153,0,19,19,19
7154,0,19,19,19
7155,0,19,19,8
7156,0,15,15,15
7157,0,19,19,19
7158,0,19,19,19
7159,0,19,19,19
7160,0,6,6,6
7161,0,26,26,26
7162,0,19,19,20
7163,0,19,11,8
7164,0,19,19,19
7165,0,20,20,20
7166,0,10,10,10
7167,0,6,6,6
7168,0,19,19,19
7169,0,20,5,20
7170,0,8,11,11
7171,0,19,19,19
7172,0,19,19,19
7173,0,20,20,20
7174,0,19,19,19
7175,0,19,19,19
7176,0,22,22,22
7177,0,26,26,26
7178,0,18,18,18
7179,0,19,19,19
7180,0,26,26,26
7181,0,19,19,19
7182,0,13,13,13
7183,0,10,10,10
7184,0,19,19,19
7185,0,18,18,18
7186,0,20,20,20
7187,0,19,19,19
7188,0,25,25,25
7189,0,9,9,9
7190,0,20,20,20
7191,0,20,20,20
7192,0,19,19,19
7193,0,25,25,25
7194,0,25,25,25
7195,0,5,20,20
7196,0,19,19,19
7197,0,6,3,3
7198,0,22,22,19
7199,0,3,3,3
7200,0,19,19,19
7201,0,6,6,6
7202,0,26,26,26
7203,0,19,19,19
7204,0,26,26,26
7205,0,20,20,20
7206,0,19,19,19
7207,0,20,20,20
7208,0,19,19,19
7209,0,19,19,19
7210,0,19,19,19
7211,0,19,19,20
7212,0,19,19,19
7213,0,6,20,6
7214,0,19,19,19
7215,0,19,19,19
7216,0,19,19,19
7217,0,1,1,1
7218,0,26,26,26
7219,0,19,19,19
7220,0,18,18,18
7221,0,6,6,6
7222,0,22,22,22
7223,0,24,24,24
7224,0,19,19,19
7225,0,19,19,19
7226,0,19,19,0
7227,0,20,20,20
7228,0,19,19,19
7229,0,26,26,26
7230,0,3,3,3
7231,0,19,19,19
7232,0,7,7,7
7233,0,18,18,18
7234,0,22,22,22
7235,0,22,22,22
7236,0,26,26,26
7237,0,19,19,19
7238,0,20,20,20
7239,0,6,6,6
7240,0,19,19,19
7241,0,19,19,19
7242,0,20,20,20
7243,0,22,22,22
7244,0,19,19,19
7245,0,19,19,19
7246,0,6,6,6
7247,0,3,3,3
7248,0,1,1,1
7249,0,19,19,19
7250,0,19,19,19
7251,0,19,19,19
7252,0,19,19,19
7253,0,20,20,20
7254,0,20,20,20
7255,0,15,15,15
7256,0,6,6,6
7257,0,6,6,6
7258,0,19,19,3
7259,0,19,19,19
7260,0,19,19,19
7261,0,26,19,19
7262,0,19,19,19
7263,0,14,14,14
7264,0,19,19,19
7265,0,20,20,20
7266,0,19,19,19
7267,0,19,19,19
7268,0,19,19,19
7269,0,19,19,19
7270,0,10,10,10
7271,0,19,19,19
7272,0,19,19,19
7273,0,19,19,19
7274,0,26,26,26
7275,0,19,19,19
7276,0,19,19,19
7277,0,8,8,8
7278,0,20,20,20
7279,0,19,19,19
7280,0,22,22,22
7281,0,24,24,24
7282,0,19,5,19
7283,0,19,19,19
7284,0,19,19,19
7285,0,19,19,19
7286,0,19,19,19
7287,0,26,26,26
7288,0,12,12,12
7289,0,24,26,26
7290,0,3,3,19
7291,0,19,19,19
7292,0,3,3,3
7293,0,1,1,1
7294,0,22,22,22
7295,0,12,12,12
7296,0,26,26,26
7297,0,9,9,9
7298,0,19,19,19
7299,0,19,19,19
7300,0,19,19,19
7301,0,19,19,19
7302,0,3,3,15
7303,0,24,24,24
7304,0,6,6,6
7305,0,19,19,19
7306,0,6,6,6
7307,0,25,25,25
7308,0,12,6,6
7309,0,19,19,19
7310,0,26,26,26
7311,0,20,5,5
7312,0,8,8,8
7313,0,19,19,19
7314,0,19,19,19
7315,0,19,19,19
7316,0,19,19,19
7317,0,19,19,19
7318,0,19,19,19
7319,0,11,11,11
7320,0,9,9,9
7321,0,6,6,6
7322,0,19,19,19
7323,0,5,5,5
7324,0,19,19,19
7325,0,19,19,19
7326,0,19,19,19
7327,0,19,19,19
7328,0,19,19,19
7329,0,3,3,3
7330,0,20,20,20
7331,0,19,19,19
7332,0,19,19,19
7333,0,6,6,6
7334,0,6,6,6
7335,0,19,19,19
7336,0,22,22,22
7337,0,19,19,19
7338,0,16,16,16
7339,0,18,18,18
7340,0,14,14,14
7341,0,19,19,19
7342,0,19,19,19
7343,0,14,14,14
7344,0,19,19,19
7345,0,9,9,9
7346,0,19,19,19
7347,0,20,20,20
7348,0,9,9,9
7349,0,20,20,20
7350,0,19,26,19
7351,0,19,19,19
7352,0,19,19,19
7353,0,15,15,15
7354,0,14,14,14
7355,0,24,19,19
7356,0,19,19,19
7357,0,19,19,19
7358,0,8,8,8
7359,0,26,26,26
7360,0,12,12,12
7361,0,6,6,6
7362,0,19,19,19
7363,0,19,19,19
7364,0,12,12,12
7365,0,21,21,21
7366,0,26,26,26
7367,0,3,19,19
7368,0,11,11,11
7369,0,1,20,1
7370,0,19,19,19
7371,0,19,19,19
7372,0,15,15,15
7373,0,24,24,24
7374,0,5,5,5
7375,0,19,19,19
7376,0,19,19,19
7377,0,19,19,19
7378,0,19,19,19
7379,0,0,0,0
7380,0,19,11,19
7381,0,19,19,19
7382,0,26,26,26
7383,0,1,1,1
7384,0,14,14,14
7385,0,19,19,19
7386,0,6,6,6
7387,0,20,20,20
7388,0,19,19,19
7389,0,19,19,19
7390,0,19,19,19
7391,0,19,19,19
7392,0,5,5,5
7393,0,19,19,19
7394,0,19,19,19
7395,0,19,19,19
7396,0,19,19,19
7397,0,6,6,6
